"","Gene","cdc28_0","cdc28_10","cdc28_20","cdc28_30","cdc28_40","cdc28_50","cdc28_60","cdc28_70","cdc28_80","cdc28_110","cdc28_120","cdc28_130","cdc28_140","cdc28_150","cdc28_160","Cluster","Process"
"1","YAL002W",2.07590800579509,0.0179661589801306,-1.8439812262334,-1.47649161073073,0.385455774482801,-1.37849437993002,-0.0800310718205817,0.605949543784404,0.53245162068387,-0.0310324564202255,0.997938466987253,-0.178028302621294,0.164962005181199,0.507952312983692,-0.300524841122184,3,"endosomal transport"
"2","YAL002W",2.07590800579509,0.0179661589801306,-1.8439812262334,-1.47649161073073,0.385455774482801,-1.37849437993002,-0.0800310718205817,0.605949543784404,0.53245162068387,-0.0310324564202255,0.997938466987253,-0.178028302621294,0.164962005181199,0.507952312983692,-0.300524841122184,3,"protein targeting"
"3","YAL003W",-0.972816648850787,-0.687891270526288,0.207588489922134,-0.810002146951073,0.594272931933953,-1.86829640929921,0.614624744671417,-0.138392326614756,-1.19668658896289,0.533217493721561,-0.687891270526288,0.716383808358738,1.57115994333223,0.736735621096202,1.38799362869506,5,"regulation of translation"
"4","YAL003W",-0.972816648850787,-0.687891270526288,0.207588489922134,-0.810002146951073,0.594272931933953,-1.86829640929921,0.614624744671417,-0.138392326614756,-1.19668658896289,0.533217493721561,-0.687891270526288,0.716383808358738,1.57115994333223,0.736735621096202,1.38799362869506,5,"regulation of organelle organization"
"5","YAL003W",-0.972816648850787,-0.687891270526288,0.207588489922134,-0.810002146951073,0.594272931933953,-1.86829640929921,0.614624744671417,-0.138392326614756,-1.19668658896289,0.533217493721561,-0.687891270526288,0.716383808358738,1.57115994333223,0.736735621096202,1.38799362869506,5,"translational elongation"
"6","YAL003W",-0.972816648850787,-0.687891270526288,0.207588489922134,-0.810002146951073,0.594272931933953,-1.86829640929921,0.614624744671417,-0.138392326614756,-1.19668658896289,0.533217493721561,-0.687891270526288,0.716383808358738,1.57115994333223,0.736735621096202,1.38799362869506,5,"cytoskeleton organization"
"7","YAL005C",1.76470203030451,1.80050527257849,1.5140793343866,-0.0731977397601509,0.547391792988954,-1.0398852811578,-0.276082779312743,-0.813131413422546,-1.15922942207109,-0.717656100691914,-0.872803483879191,-0.0254600833948351,-0.407361334317362,-0.574443131595967,0.332572339345033,4,"nuclear transport"
"8","YAL005C",1.76470203030451,1.80050527257849,1.5140793343866,-0.0731977397601509,0.547391792988954,-1.0398852811578,-0.276082779312743,-0.813131413422546,-1.15922942207109,-0.717656100691914,-0.872803483879191,-0.0254600833948351,-0.407361334317362,-0.574443131595967,0.332572339345033,4,"cytoplasmic translation"
"9","YAL005C",1.76470203030451,1.80050527257849,1.5140793343866,-0.0731977397601509,0.547391792988954,-1.0398852811578,-0.276082779312743,-0.813131413422546,-1.15922942207109,-0.717656100691914,-0.872803483879191,-0.0254600833948351,-0.407361334317362,-0.574443131595967,0.332572339345033,4,"transmembrane transport"
"10","YAL005C",1.76470203030451,1.80050527257849,1.5140793343866,-0.0731977397601509,0.547391792988954,-1.0398852811578,-0.276082779312743,-0.813131413422546,-1.15922942207109,-0.717656100691914,-0.872803483879191,-0.0254600833948351,-0.407361334317362,-0.574443131595967,0.332572339345033,4,"protein modification by small protein conjugation or removal"
"11","YAL005C",1.76470203030451,1.80050527257849,1.5140793343866,-0.0731977397601509,0.547391792988954,-1.0398852811578,-0.276082779312743,-0.813131413422546,-1.15922942207109,-0.717656100691914,-0.872803483879191,-0.0254600833948351,-0.407361334317362,-0.574443131595967,0.332572339345033,4,"protein folding"
